Rank;Polish;Croatian;PartOfSpeech;Grammar;ExampleCroatian;ExamplePolish;FalseFriend;FalseFriendNote;Tags;AcceptedAnswers
3099;zapomnijmy o tym;zaboravimo to;phrase;;Zaboravimo to.;Zapomnijmy o tym.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""zaboravimo to.""]"
3100;miło mi, że się poznaliśmy;drago mi je što smo se upoznali;phrase;;Drago mi je što smo se upoznali.;Miło mi, że się poznaliśmy.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""drago mi je što smo se upoznali.""]"
3101;uważaj na siebie;čuvaj se;phrase;;Čuvaj se.;Uważaj na siebie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""čuvaj se.""]"
3102;będziemy w kontakcie;čujemo se;phrase;;Čujemo se.;Będziemy w kontakcie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""čujemo se.""]"
3103;do zobaczenia jutro;vidimo se sutra;phrase;;Vidimo se sutra.;Do zobaczenia jutro.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""vidimo se sutra.""]"
3104;do zobaczenia wkrótce;vidimo se uskoro;phrase;;Vidimo se uskoro.;Do zobaczenia wkrótce.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""vidimo se uskoro.""]"
3105;pozdrowienia dla rodziny;pozdravi obitelj;phrase;;Pozdravi obitelj.;Pozdrowienia dla rodziny.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""pozdravi obitelj.""]"
3106;pozdrawiam wszystkich;pozdrav svima;phrase;;Pozdrav svima.;Pozdrawiam wszystkich.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""pozdrav svima.""]"
3107;miłego weekendu;ugodan vikend;phrase;;Ugodan vikend.;Miłego weekendu.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ugodan vikend.""]"
3108;baw się dobrze;lijepo se provedi;phrase;;Lijepo se provedi.;Baw się dobrze.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""lijepo se provedi.""]"
3109;śpij dobrze;lijepo spavaj;phrase;;Lijepo spavaj.;Śpij dobrze.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""lijepo spavaj.""]"
3110;wszystkiego najlepszego z okazji urodzin;sretan rođendan;phrase;;Sretan rođendan.;Wszystkiego najlepszego z okazji urodzin.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""sretan rođendan.""]"
3111;wesołych świąt Bożego Narodzenia;sretan Božić;phrase;;Sretan Božić.;Wesołych świąt Bożego Narodzenia.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""sretan Božić.""]"
3112;wesołych świąt Wielkanocy;sretan Uskrs;phrase;;Sretan Uskrs.;Wesołych świąt Wielkanocy.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""sretan Uskrs.""]"
3113;szczęśliwego Nowego Roku;sretna Nova godina;phrase;;Sretna Nova godina.;Szczęśliwego Nowego Roku.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""sretna Nova godina.""]"
3114;gratuluję z całego serca;čestitam od srca;phrase;;Čestitam od srca.;Gratuluję z całego serca.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""čestitam od srca.""]"
3115;życzę ci wszystkiego najlepszego;želim ti sve najbolje;phrase;;Želim ti sve najbolje.;Życzę ci wszystkiego najlepszego.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""želim ti sve najbolje.""]"
3116;szybkiego powrotu do zdrowia;brz oporavak;phrase;;Brz oporavak.;Szybkiego powrotu do zdrowia.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""brz oporavak.""]"
3117;przyjmij moje kondolencje;primi moju sućut;phrase;;Primi moju sućut.;Przyjmij moje kondolencje.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""primi moju sućut.""]"
3118;bardzo mi przykro;baš mi je žao;phrase;;Baš mi je žao.;Bardzo mi przykro.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""baš mi je žao.""]"
3119;pełen szacunek;svaka čast;phrase;;Svaka čast.;Pełen szacunek.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""svaka čast.""]"
3120;brawo dla ciebie;bravo za tebe;phrase;;Bravo za tebe.;Brawo dla ciebie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""bravo za tebe.""]"
3121;jestem z ciebie dumny;ponosan sam na tebe;phrase;;Ponosan sam na tebe.;Jestem z ciebie dumny.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ponosan sam na tebe.""]"
3122;powodzenia na egzaminie;sretno na ispitu;phrase;;Sretno na ispitu.;Powodzenia na egzaminie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""sretno na ispitu.""]"
3123;trzymam za ciebie kciuki;držim ti palčeve;phrase;;Držim ti palčeve.;Trzymam za ciebie kciuki.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""držim ti palčeve.""]"
3124;ciesz się chwilą;uživaj;phrase;;Uživaj.;Ciesz się chwilą.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""uživaj.""]"
3125;zaskoczyłeś mnie;iznenadio si me;phrase;;Iznenadio si me.;Zaskoczyłeś mnie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""iznenadio si me.""]"
3126;naprawdę się cieszę;stvarno mi je drago;phrase;;Stvarno mi je drago.;Naprawdę się cieszę.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""stvarno mi je drago.""]"
3127;co za niespodzianka;kakvo iznenađenje;phrase;;Kakvo iznenađenje.;Co za niespodzianka.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""kakvo iznenađenje.""]"
3128;nie spodziewałem się tego;nisam to očekivao;phrase;;Nisam to očekivao.;Nie spodziewałem się tego.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nisam to očekivao.""]"
3129;nie mogę się doczekać;jedva čekam;phrase;;Jedva čekam.;Nie mogę się doczekać.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""jedva čekam.""]"
3130;cieszę się na spotkanie;veselim se susretu;phrase;;Veselim se susretu.;Cieszę się na spotkanie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""veselim se susretu.""]"
3131;czy masz czas;imaš li vremena;phrase;;Imaš li vremena?;Czy masz czas?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""imaš li vremena?""]"
3132;czy jesteś wolny dziś wieczorem;jesi li slobodan večeras;phrase;;Jesi li slobodan večeras?;Czy jesteś wolny dziś wieczorem?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""jesi li slobodan večeras?""]"
3133;może pójdziemy na kawę;hoćemo li na kavu;phrase;;Hoćemo li na kavu?;Może pójdziemy na kawę?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""hoćemo li na kavu?""]"
3134;czy chcesz do nas dołączyć;želiš li nam se pridružiti;phrase;;Želiš li nam se pridružiti?;Czy chcesz do nas dołączyć?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""želiš li nam se pridružiti?""]"
3135;czy mogę zabrać kolegę;mogu li povesti prijatelja;phrase;;Mogu li povesti prijatelja?;Czy mogę zabrać kolegę?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""mogu li povesti prijatelja?""]"
3136;co powiesz na sobotę;što kažeš na subotu;phrase;;Što kažeš na subotu?;Co powiesz na sobotę?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""što kažeš na subotu?""]"
3137;gdzie się spotkamy;gdje ćemo se naći;phrase;;Gdje ćemo se naći?;Gdzie się spotkamy?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""gdje ćemo se naći?""]"
3138;o której godzinie;u koliko sati;phrase;;U koliko sati?;O której godzinie?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""u koliko sati?""]"
3139;mnie pasuje;meni odgovara;phrase;;Meni odgovara.;Mnie pasuje.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""meni odgovara.""]"
3140;mnie nie pasuje;meni ne odgovara;phrase;;Meni ne odgovara.;Mnie nie pasuje.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""meni ne odgovara.""]"
3141;umowa stoi;dogovoreno;phrase;;Dogovoreno.;Umowa stoi.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""dogovoreno.""]"
3142;może być też wcześniej;može i ranije;phrase;;Može i ranije.;Może być też wcześniej.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""može i ranije.""]"
3143;wolałbym innego dnia;radije neki drugi dan;phrase;;Radije neki drugi dan.;Wolałbym innego dnia.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""radije neki drugi dan.""]"
3144;dam ci znać na czas;javim ti na vrijeme;phrase;;Javim ti na vrijeme.;Dam ci znać na czas.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""javim ti na vrijeme.""]"
3145;spóźnię się dziesięć minut;kasnim deset minuta;phrase;;Kasnim deset minuta.;Spóźnię się dziesięć minut.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""kasnim deset minuta.""]"
3146;jestem w drodze;na putu sam;phrase;;Na putu sam.;Jestem w drodze.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""na putu sam.""]"
3147;już dotarłem;već sam stigao;phrase;;Već sam stigao.;Już dotarłem.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""već sam stigao.""]"
3148;czekam na ciebie przed;čekam te ispred;phrase;;Čekam te ispred hotela.;Czekam na ciebie przed hotelem.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""čekam te ispred.""]"
3149;zaraz będę;stižem uskoro;phrase;;Stižem uskoro.;Zaraz będę.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""stižem uskoro.""]"
3150;nie czekaj na mnie;nemoj me čekati;phrase;;Nemoj me čekati.;Nie czekaj na mnie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nemoj me čekati.""]"
3151;muszę odwołać;moram otkazati;phrase;;Moram otkazati rezervaciju.;Muszę odwołać rezerwację.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""moram otkazati.""]"
3152;coś mi wypadło;nešto mi je iskrsnulo;phrase;;Nešto mi je iskrsnulo.;Coś mi wypadło.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nešto mi je iskrsnulo.""]"
3153;czy możemy przesunąć spotkanie;možemo li pomaknuti sastanak;phrase;;Možemo li pomaknuti sastanak?;Czy możemy przesunąć spotkanie?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""možemo li pomaknuti sastanak?""]"
3154;dziękuję, że przyszedłeś;hvala što si došao;phrase;;Hvala što si došao.;Dziękuję, że przyszedłeś.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""hvala što si došao.""]"
3155;wejdź śmiało;uđi slobodno;phrase;;Uđi slobodno.;Wejdź śmiało.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""uđi slobodno.""]"
3156;czuj się jak u siebie;osjećaj se kao kod kuće;phrase;;Osjećaj se kao kod kuće.;Czuj się jak u siebie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""osjećaj se kao kod kuće.""]"
3157;czy mogę ci coś zaproponować;mogu li ti nešto ponuditi;phrase;;Mogu li ti nešto ponuditi?;Czy mogę ci coś zaproponować?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""mogu li ti nešto ponuditi?""]"
3158;czy chcesz się czegoś napić;želiš li nešto popiti;phrase;;Želiš li nešto popiti?;Czy chcesz się czegoś napić?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""želiš li nešto popiti?""]"
3159;poczęstuj się;posluži se;phrase;;Posluži se.;Poczęstuj się.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""posluži se.""]"
3160;usiądź, gdzie chcesz;sjedi gdje želiš;phrase;;Sjedi gdje želiš.;Usiądź, gdzie chcesz.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""sjedi gdje želiš.""]"
3161;zdejmij buty;izuj cipele;phrase;;Izuj cipele.;Zdejmij buty.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""izuj cipele.""]"
3162;nie musisz zdejmować butów;ne moraš se izuvati;phrase;;Ne moraš se izuvati.;Nie musisz zdejmować butów.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ne moraš se izuvati.""]"
3163;to dla ciebie;ovo je za tebe;phrase;;Ovo je za tebe.;To dla ciebie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ovo je za tebe.""]"
3164;nie trzeba było;nisi trebao;phrase;;Nisi trebao.;Nie trzeba było.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nisi trebao.""]"
3165;dziękuję za gościnę;hvala na gostoprimstvu;phrase;;Hvala na gostoprimstvu.;Dziękuję za gościnę.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""hvala na gostoprimstvu.""]"
3166;było świetnie;bilo je odlično;phrase;;Bilo je odlično.;Było świetnie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""bilo je odlično.""]"
3167;muszę już powoli ruszać;moram polako krenuti;phrase;;Moram polako krenuti.;Muszę już powoli ruszać.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""moram polako krenuti.""]"
3168;odprowadzę cię;otpratit ću te;phrase;;Otpratit ću te.;Odprowadzę cię.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""otpratit ću te.""]"
3169;daj znać, kiedy dotrzesz;javi kad stigneš;phrase;;Javi kad stigneš.;Daj znać, kiedy dotrzesz.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""javi kad stigneš.""]"
3170;jak ci się podoba;kako ti se sviđa;phrase;;Kako ti se sviđa?;Jak ci się podoba?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""kako ti se sviđa?""]"
3171;podoba mi się;sviđa mi se;phrase;;Sviđa mi se.;Podoba mi się.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""sviđa mi se.""]"
3172;nie podoba mi się;ne sviđa mi se;phrase;;Ne sviđa mi se.;Nie podoba mi się.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ne sviđa mi se.""]"
3173;jest naprawdę ładnie;baš je lijepo;phrase;;Baš je lijepo.;Jest naprawdę ładnie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""baš je lijepo.""]"
3174;to nie mój styl;nije moj stil;phrase;;Nije moj stil.;To nie mój styl.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nije moj stil.""]"
3175;co polecasz;što preporučuješ;phrase;;Što preporučuješ?;Co polecasz?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""što preporučuješ?""]"
3176;polecam ci;preporučujem ti;phrase;;Preporučujem ti ovu knjigu.;Polecam ci tę książkę.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""preporučujem ti.""]"
3177;ty zdecyduj;ti odluči;phrase;;Ti odluči.;Ty zdecyduj.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ti odluči.""]"
3178;jakkolwiek zechcesz;kako god želiš;phrase;;Kako god želiš.;Jakkolwiek zechcesz.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""kako god želiš.""]"
3179;zgadzam się z tobą;slažem se s tobom;phrase;;Slažem se s tobom.;Zgadzam się z tobą.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""slažem se s tobom.""]"
3180;nie zgadzam się z tobą;ne slažem se s tobom;phrase;;Ne slažem se s tobom.;Nie zgadzam się z tobą.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ne slažem se s tobom.""]"
3181;masz rację;imaš pravo;phrase;;Imaš pravo.;Masz rację.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""imaš pravo.""]"
3182;nie masz racji;nemaš pravo;phrase;;Nemaš pravo.;Nie masz racji.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nemaš pravo.""]"
3183;może masz rację;možda si u pravu;phrase;;Možda si u pravu.;Może masz rację.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""možda si u pravu.""]"
3184;nie jestem pewien;nisam siguran;phrase;;Nisam siguran.;Nie jestem pewien.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nisam siguran.""]"
3185;o ile wiem;koliko ja znam;phrase;;Koliko ja znam, trgovina je otvorena.;O ile wiem, sklep jest otwarty.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""koliko ja znam.""]"
3186;o ile pamiętam;koliko se sjećam;phrase;;Koliko se sjećam, dolazi sutra.;O ile pamiętam, przyjeżdża jutro.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""koliko se sjećam.""]"
3187;jeśli się nie mylę;ako se ne varam;phrase;;Ako se ne varam, ovo je tvoja torba.;Jeśli się nie mylę, to twoja torba.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ako se ne varam.""]"
3188;uczciwie mówiąc;pošteno govoreći;phrase;;Pošteno govoreći, nisam zadovoljan.;Uczciwie mówiąc, nie jestem zadowolony.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""pošteno govoreći.""]"
3189;szczerze mówiąc;iskreno rečeno;phrase;;Iskreno rečeno, ne znam.;Szczerze mówiąc, nie wiem.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""iskreno rečeno.""]"
3190;z jednej strony;s jedne strane;phrase;;S jedne strane, želim ostati.;Z jednej strony chcę zostać.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""s jedne strane.""]"
3191;z drugiej strony;s druge strane;phrase;;S druge strane, moram raditi.;Z drugiej strony muszę pracować.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""s druge strane.""]"
3192;w każdym razie;u svakom slučaju;phrase;;U svakom slučaju, hvala ti.;W każdym razie dziękuję ci.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""u svakom slučaju.""]"
3193;niezależnie od tego;bez obzira na to;phrase;;Bez obzira na to, doći ću.;Niezależnie od tego przyjdę.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""bez obzira na to.""]"
3194;jeśli o mnie chodzi;što se mene tiče;phrase;;Što se mene tiče, možemo krenuti.;Jeśli o mnie chodzi, możemy ruszać.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""što se mene tiče.""]"
3195;to ma sens;ima smisla;phrase;;Ima smisla.;To ma sens.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ima smisla.""]"
3196;to nie ma sensu;nema smisla;phrase;;Nema smisla.;To nie ma sensu.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nema smisla.""]"
3197;to prawda;to je istina;phrase;;To je istina.;To prawda.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""to je istina.""]"
3198;to nieprawda;nije istina;phrase;;Nije istina.;To nieprawda.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nije istina.""]"
3199;nie mam pojęcia;nemam pojma;phrase;;Nemam pojma.;Nie mam pojęcia.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""nemam pojma.""]"
3200;trudno powiedzieć;teško je reći;phrase;;Teško je reći.;Trudno powiedzieć.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""teško je reći.""]"
3201;to zależy od sytuacji;ovisi o situaciji;phrase;;Ovisi o situaciji.;To zależy od sytuacji.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ovisi o situaciji.""]"
3202;brzmi dobrze;zvuči dobro;phrase;;Zvuči dobro.;Brzmi dobrze.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""zvuči dobro.""]"
3203;brzmi interesująco;zvuči zanimljivo;phrase;;Zvuči zanimljivo.;Brzmi interesująco.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""zvuči zanimljivo.""]"
3204;brzmi dziwnie;zvuči čudno;phrase;;Zvuči čudno.;Brzmi dziwnie.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""zvuči čudno.""]"
3205;to mnie interesuje;to me zanima;phrase;;To me zanima.;To mnie interesuje.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""to me zanima.""]"
3206;nie interesuje mnie to;ne zanima me;phrase;;Ne zanima me.;Nie interesuje mnie to.;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""ne zanima me.""]"
3207;co o tym myślisz;što misliš o tome;phrase;;Što misliš o tome?;Co o tym myślisz?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""što misliš o tome?""]"
3208;dlaczego tak uważasz;zašto tako misliš;phrase;;Zašto tako misliš?;Dlaczego tak uważasz?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""zašto tako misliš?""]"
3209;czy masz jakąś propozycję;imaš li neki prijedlog;phrase;;Imaš li neki prijedlog?;Czy masz jakąś propozycję?;NO;;HR_3001_3500 phrase conversation podstawy uzupełnienie;"[""imaš li neki prijedlog?""]"
