Rank;Polish;Croatian;PartOfSpeech;Grammar;ExampleCroatian;ExamplePolish;FalseFriend;FalseFriendNote;Tags
1215;zamiast;umjesto;preposition;+ genitiv;Umjesto kave uzmi čaj.;Zamiast kawy weź herbatę.;NO;;HR_1001_1500 preposition
1216;razem z tym;s tim;phrase;;S tim se ne mogu složiti.;Z tym nie mogę się zgodzić.;NO;;HR_1001_1500 opinions
1217;dodawać;dodati;verb;1. os.: dodam;Dodaj još malo vode.;Dodaj jeszcze trochę wody.;NO;;HR_1001_1500 verb food
1218;odejmować;odbiti;verb;1. os.: odbijem - znaczy też odrzucić;Odbij deset posto od cijene.;Odejmij dziesięć procent od ceny.;NO;;HR_1001_1500 verb numbers
1219;dzielić;dijeliti;verb;1. os.: dijelim;Dijelimo stan s prijateljem.;Dzielimy mieszkanie z przyjacielem.;NO;;HR_1001_1500 verb home
1220;mnożyć;množiti;verb;1. os.: množim;Pomnoži to s tri.;Pomnóż to przez trzy.;NO;;HR_1001_1500 verb numbers
1221;razem (suma);ukupno;adverb;;Ukupno je četrdeset eura.;Razem to czterdzieści euro.;NO;;HR_1001_1500 adverb shopping
1222;średnio;u prosjeku;phrase;prosjek średnia;U prosjeku radim devet sati.;Średnio pracuję dziewięć godzin.;NO;;HR_1001_1500 work numbers
1223;liczba;broj;noun;rodzaj męski - mn. brojevi;Broj gostiju je porastao.;Liczba gości wzrosła.;NO;;HR_1001_1500 noun numbers
1224;jedenaście;jedanaest;numeral;;Ima jedanaest godina.;Ma jedenaście lat.;NO;;HR_1001_1500 numbers
1225;dwanaście;dvanaest;numeral;;Sastanak je u dvanaest.;Spotkanie jest o dwunastej.;NO;;HR_1001_1500 numbers
1226;piętnaście;petnaest;numeral;;Vraćam se za petnaest minuta.;Wracam za piętnaście minut.;NO;;HR_1001_1500 numbers
1227;trzydzieści;trideset;numeral;;Trideset eura po osobi.;Trzydzieści euro za osobę.;NO;;HR_1001_1500 numbers
1228;pięćdziesiąt;pedeset;numeral;;Pedeset kilometara do Zadra.;Pięćdziesiąt kilometrów do Zadaru.;NO;;HR_1001_1500 numbers
1229;drugi (kolejność);drugi;adjective;ž. druga - znaczy też inny;Sjedimo u drugom redu.;Siedzimy w drugim rzędzie.;NO;;HR_1001_1500 adjective numbers
1230;trzeci;treći;adjective;ž. treća;Stan je na trećem katu.;Mieszkanie jest na trzecim piętrze.;NO;;HR_1001_1500 adjective numbers
1231;raz (jeden raz);jednom;adverb;;Bio sam tamo samo jednom.;Byłem tam tylko raz.;NO;;HR_1001_1500 adverb
1232;dwa razy;dva puta;phrase;;Idem dva puta u tjednu.;Chodzę dwa razy w tygodniu.;NO;;HR_1001_1500 numbers time
1233;po pierwsze;prvo;adverb;;Prvo moramo potvrditi rezervaciju.;Po pierwsze musimy potwierdzić rezerwację.;NO;;HR_1001_1500 adverb conversation
1234;wreszcie;napokon;adverb;też: konačno;Napokon smo stigli.;Wreszcie dojechaliśmy.;NO;;HR_1001_1500 adverb
1235;nagle;odjednom;adverb;;Odjednom je počela kiša.;Nagle zaczął padać deszcz.;NO;;HR_1001_1500 adverb
1236;powoli się poprawiać;polako se popravljati;phrase;;Stanje se polako popravlja.;Stan powoli się poprawia.;NO;;HR_1001_1500 media
1237;pogarszać się;pogoršavati se;verb;3. os.: pogoršava se;Vrijeme se pogoršava.;Pogoda się pogarsza.;NO;;HR_1001_1500 verb
1238;stan (kondycja);stanje;noun;rodzaj nijaki;Stanje auta je dobro.;Stan samochodu jest dobry.;NO;;HR_1001_1500 noun transportation
1239;wynajem samochodu;najam auta;noun;rodzaj męski;Najam auta je skup ljeti.;Wynajem samochodu jest drogi latem.;NO;;HR_1001_1500 noun travel
1240;opona;guma;noun;rodzaj żeński - znaczy też gumę;Probušila mi se guma.;Przebiła mi się opona.;NO;;HR_1001_1500 noun transportation
1241;silnik;motor;noun;rodzaj męski - znaczy też motocykl;Motor čudno zvuči.;Silnik dziwnie brzmi.;NO;;HR_1001_1500 noun transportation
1242;warsztat;servis;noun;rodzaj męski;Auto je u servisu do petka.;Samochód jest w warsztacie do piątku.;NO;;HR_1001_1500 noun transportation
1243;awaria;kvar;noun;rodzaj męski - mn. kvarovi;Kvar je bio na kočnicama.;Awaria była na hamulcach.;NO;;HR_1001_1500 noun transportation
1244;hamulec;kočnica;noun;rodzaj żeński;Kočnice ne rade dobro.;Hamulce nie działają dobrze.;NO;;HR_1001_1500 noun transportation
1245;tankować;natočiti gorivo;phrase;gorivo paliwo;Moram natočiti gorivo.;Muszę zatankować.;NO;;HR_1001_1500 transportation
1246;stacja benzynowa;benzinska;noun;benzinska stanica - rodzaj żeński;Benzinska je na izlazu s autoceste.;Stacja benzynowa jest na wyjeździe z autostrady.;NO;;HR_1001_1500 noun transportation
1247;opłata za autostradę;cestarina;noun;rodzaj żeński;Cestarina do Splita je visoka.;Opłata do Splitu jest wysoka.;NO;;HR_1001_1500 noun transportation
1248;wjazd;ulaz;noun;rodzaj męski - znaczy też wejście;Ulaz na autocestu je zatvoren.;Wjazd na autostradę jest zamknięty.;NO;;HR_1001_1500 noun transportation
1249;wyjazd (z drogi);izlaz;noun;rodzaj męski - znaczy też wyjście;Uzmi drugi izlaz.;Weź drugi wyjazd.;NO;;HR_1001_1500 noun transportation
1250;skręcać;skrenuti;verb;1. os.: skrenem;Skreni lijevo na semaforu.;Skręć w lewo na światłach.;NO;;HR_1001_1500 verb transportation
1251;światła (sygnalizacja);semafor;noun;rodzaj męski;Semafor ne radi.;Sygnalizacja nie działa.;NO;;HR_1001_1500 noun transportation
1252;pieszo;pješice;adverb;;Idemo pješice do centra.;Idziemy pieszo do centrum.;NO;;HR_1001_1500 adverb transportation
1253;przejście dla pieszych;pješački prijelaz;noun;rodzaj męski;Prijeđi na pješačkom prijelazu.;Przejdź na przejściu dla pieszych.;NO;;HR_1001_1500 noun transportation
1254;jazda (przejazd);vožnja;noun;rodzaj żeński;Vožnja traje pola sata.;Jazda trwa pół godziny.;NO;;HR_1001_1500 noun transportation
1255;kupić bilet;kupiti kartu;phrase;;Gdje mogu kupiti kartu?;Gdzie mogę kupić bilet?;NO;;HR_1001_1500 travel conversation
1256;bilet powrotny;povratna karta;noun;rodzaj żeński;Uzet ću povratnu kartu.;Wezmę bilet powrotny.;NO;;HR_1001_1500 noun travel
1257;w jedną stronę;u jednom smjeru;phrase;;Karta u jednom smjeru molim.;Bilet w jedną stronę proszę.;NO;;HR_1001_1500 travel
1258;wsiadać;ući;verb;1. os.: uđem - u vlak;Uđi na prednja vrata.;Wsiądź przednimi drzwiami.;NO;;HR_1001_1500 verb transportation
1259;wysiadać;izaći;verb;1. os.: izađem;Izlazim na sljedećoj.;Wysiadam na następnym.;NO;;HR_1001_1500 verb transportation
1260;przesiadka;presjedanje;noun;rodzaj nijaki;Ima jedno presjedanje u Karlovcu.;Jest jedna przesiadka w Karlovcu.;NO;;HR_1001_1500 noun transportation
1261;walizka podręczna;ručna prtljaga;noun;rodzaj żeński;Ručna prtljaga je uključena.;Bagaż podręczny jest wliczony.;NO;;HR_1001_1500 noun travel
1262;odprawa;prijava na let;noun;prijava zgłoszenie;Prijava na let počinje u šest.;Odprawa zaczyna się o szóstej.;NO;;HR_1001_1500 noun travel
1263;kontrola paszportowa;kontrola putovnica;noun;rodzaj żeński;Kontrola putovnica je bila brza.;Kontrola paszportowa była szybka.;NO;;HR_1001_1500 noun travel
1264;granica przejście;granični prijelaz;noun;rodzaj męski;Na graničnom prijelazu je gužva.;Na przejściu granicznym jest tłok.;NO;;HR_1001_1500 noun travel
1265;tłok;gužva;noun;rodzaj żeński;U centru je uvijek gužva.;W centrum jest zawsze tłok.;NO;;HR_1001_1500 noun travel
1266;pusty (o miejscu);pust;adjective;ž. pusta;Ulice su noću puste.;Ulice są w nocy puste.;NO;;HR_1001_1500 adjective
1267;zatłoczony;prepun;adjective;ž. prepuna;Autobus je bio prepun.;Autobus był zatłoczony.;NO;;HR_1001_1500 adjective transportation
1268;spokojnie (bez pośpiechu);bez žurbe;phrase;žurba pośpiech;Idemo bez žurbe.;Idziemy bez pośpiechu.;NO;;HR_1001_1500 conversation
1269;zdenerwowanie;stres;noun;rodzaj męski;Stres na poslu me ubija.;Stres w pracy mnie zabija.;NO;;HR_1001_1500 noun work emotions
1270;odpoczywać psychicznie;isključiti se;verb;1. os.: isključim se;Vikendom se potpuno isključim.;W weekendy całkowicie się wyłączam.;NO;;HR_1001_1500 verb emotions
1271;spać do późna;spavati do kasno;phrase;;Nedjeljom spavam do kasno.;W niedziele śpię do późna.;NO;;HR_1001_1500 time
1272;budzik;alarm;noun;rodzaj męski - też: budilica;Alarm nije zvonio.;Budzik nie zadzwonił.;NO;;HR_1001_1500 noun time
1273;zaspać;prespavati;verb;1. os.: prespavam;Prespavao sam sastanak.;Zaspałem na spotkanie.;NO;;HR_1001_1500 verb work
1274;wcześniejszy;ranije;adverb;;Možemo li se naći ranije?;Możemy spotkać się wcześniej?;NO;;HR_1001_1500 adverb time
1275;późniejszy;kasnije;adverb;;Nazvat ću te kasnije.;Zadzwonię do ciebie później.;NO;;HR_1001_1500 adverb time
1276;w międzyczasie;u međuvremenu;phrase;;U međuvremenu pripremi dokumente.;W międzyczasie przygotuj dokumenty.;NO;;HR_1001_1500 work
1277;przygotowywać;pripremiti;verb;1. os.: pripremim;Pripremam prezentaciju za sutra.;Przygotowuję prezentację na jutro.;NO;;HR_1001_1500 verb work
1278;prezentacja;prezentacija;noun;rodzaj żeński;Prezentacija je trajala predugo.;Prezentacja trwała za długo.;NO;;HR_1001_1500 noun work
1279;szkolenie;obuka;noun;rodzaj żeński - też: edukacija;Obuka je online.;Szkolenie jest online.;NO;;HR_1001_1500 noun work
1280;wysyłać zaproszenie;poslati pozivnicu;phrase;pozivnica zaproszenie;Poslali su pozivnicu mailom.;Wysłali zaproszenie mailem.;NO;;HR_1001_1500 work
1281;uczestniczyć;sudjelovati;verb;1. os.: sudjelujem - nie učestvovati;Sudjelujem na konferenciji.;Uczestniczę w konferencji.;NO;;HR_1001_1500 verb work
1282;konferencja;konferencija;noun;rodzaj żeński;Konferencija je u Splitu.;Konferencja jest w Splicie.;NO;;HR_1001_1500 noun work
1283;delegacja służbowa;poslovni put;noun;rodzaj męski;Na poslovnom putu sam do srijede.;Jestem w delegacji do środy.;NO;;HR_1001_1500 noun work travel
1284;kolega (znajomy);frend;noun;potocznie - standard: prijatelj;Frend mi je pomogao s prijevozom.;Kolega pomógł mi z transportem.;NO;;HR_1001_1500 noun people
1285;transport;prijevoz;noun;rodzaj męski - nie prevoz;Javni prijevoz je pouzdan.;Transport publiczny jest niezawodny.;NO;;HR_1001_1500 noun transportation
1286;niezawodny;pouzdan;adjective;ž. pouzdana;On je pouzdan suradnik.;On jest niezawodnym współpracownikiem.;NO;;HR_1001_1500 adjective work
1287;współpracownik;suradnik;noun;rodzaj męski - nie saradnik;Suradnici su mi pomogli.;Współpracownicy mi pomogli.;NO;;HR_1001_1500 noun work people
1288;współpraca;suradnja;noun;rodzaj żeński;Suradnja je bila uspješna.;Współpraca była udana.;NO;;HR_1001_1500 noun work
1289;udany;uspješan;adjective;ž. uspješna;Bio je to uspješan projekt.;To był udany projekt.;NO;;HR_1001_1500 adjective work
1290;nieudany;neuspješan;adjective;ž. neuspješna;Pokušaj je bio neuspješan.;Próba była nieudana.;NO;;HR_1001_1500 adjective
1291;wsparcie;podrška;noun;rodzaj żeński;Hvala ti na podršci.;Dziękuję ci za wsparcie.;NO;;HR_1001_1500 noun work emotions
1292;wspierać;podržati;verb;1. os.: podržim;Podržavam tvoju odluku.;Wspieram twoją decyzję.;NO;;HR_1001_1500 verb emotions
1293;krytykować;kritizirati;verb;1. os.: kritiziram;Uvijek me kritizira.;Zawsze mnie krytykuje.;NO;;HR_1001_1500 verb opinions
1294;chwalić;pohvaliti;verb;1. os.: pohvalim;Šef ga je pohvalio pred svima.;Szef pochwalił go przed wszystkimi.;NO;;HR_1001_1500 verb work
1295;narzekać;žaliti se;verb;1. os.: žalim se - na što;Žali se na leđa.;Narzeka na plecy.;NO;;HR_1001_1500 verb conversation
1296;skarga;žalba;noun;rodzaj żeński;Uputio je žalbu na odluku.;Złożył skargę na decyzję.;NO;;HR_1001_1500 noun work
1297;reklamacja;reklamacija;noun;rodzaj żeński;Reklamacija je prihvaćena.;Reklamacja została przyjęta.;NO;;HR_1001_1500 noun shopping
1298;zwracać (towar);vratiti;verb;1. os.: vratim;Mogu li vratiti ovu jaknu?;Mogę zwrócić tę kurtkę?;NO;;HR_1001_1500 verb shopping
1299;wymieniać;zamijeniti;verb;1. os.: zamijenim;Zamijenio sam majicu za veću.;Wymieniłem koszulkę na większą.;NO;;HR_1001_1500 verb shopping
1300;gwarancja;garancija;noun;rodzaj żeński;Garancija traje dvije godine.;Gwarancja trwa dwa lata.;NO;;HR_1001_1500 noun shopping
1301;kwota do zapłaty;iznos za plaćanje;phrase;;Iznos za plaćanje je na dnu.;Kwota do zapłaty jest na dole.;NO;;HR_1001_1500 shopping
1302;faktura;faktura;noun;rodzaj żeński - też: račun;Fakturu pošaljite mailom.;Fakturę wyślijcie mailem.;NO;;HR_1001_1500 noun work
1303;przelew;uplata;noun;rodzaj żeński;Uplata je vidljiva za dva dana.;Przelew jest widoczny po dwóch dniach.;NO;;HR_1001_1500 noun work
1304;konto bankowe;bankovni račun;noun;rodzaj męski;Otvorio sam bankovni račun.;Otworzyłem konto bankowe.;NO;;HR_1001_1500 noun work
1305;oszczędności;ušteđevina;noun;rodzaj żeński;Potrošili smo ušteđevinu na stan.;Wydaliśmy oszczędności na mieszkanie.;NO;;HR_1001_1500 noun work
1306;drogo;skupo;adverb;;Ovdje je sve skupo ljeti.;Tutaj wszystko jest drogo latem.;NO;;HR_1001_1500 adverb shopping
1307;tanio;jeftino;adverb;;Kupili smo jeftino na sniženju.;Kupiliśmy tanio na wyprzedaży.;NO;;HR_1001_1500 adverb shopping
1308;warto;vrijedi;verb;3. os.: vrijedi + infinitiv;Vrijedi vidjeti stari grad.;Warto zobaczyć stare miasto.;NO;;HR_1001_1500 verb opinions
1309;polecać;preporučiti;verb;1. os.: preporučim;Preporučujem ovaj restoran.;Polecam tę restaurację.;NO;;HR_1001_1500 verb opinions food
1310;rekomendacja;preporuka;noun;rodzaj żeński;Došli smo po preporuci.;Przyszliśmy z rekomendacji.;NO;;HR_1001_1500 noun opinions
1311;wybierać się (planować);planirati;verb;1. os.: planiram;Planiramo ići u Istru.;Planujemy jechać na Istrię.;NO;;HR_1001_1500 verb travel
1312;odwiedziny;posjeta;noun;rodzaj żeński - też: posjet;Posjeta je bila kratka.;Odwiedziny były krótkie.;NO;;HR_1001_1500 noun people
1313;niespodzianka;iznenađenje;noun;rodzaj nijaki;Ovo je lijepo iznenađenje.;To miła niespodzianka.;NO;;HR_1001_1500 noun emotions
1314;wesele (przyjęcie);svadbena zabava;noun;rodzaj żeński;Svadbena zabava je bila do jutra.;Wesele było do rana.;NO;;HR_1001_1500 noun people
1315;pogrzeb;pogreb;noun;rodzaj męski;Pogreb je u petak.;Pogrzeb jest w piątek.;NO;;HR_1001_1500 noun people
1316;kondolencje;izrazi sućuti;phrase;sućut współczucie;Primi moju iskrenu sućut.;Przyjmij moje szczere kondolencje.;NO;;HR_1001_1500 conversation
1317;rocznica;godišnjica;noun;rodzaj żeński;Sutra nam je godišnjica.;Jutro mamy rocznicę.;NO;;HR_1001_1500 noun time people
1318;prezent urodzinowy;rođendanski dar;noun;rodzaj męski;Kupili smo joj rođendanski dar.;Kupiliśmy jej prezent urodzinowy.;NO;;HR_1001_1500 noun shopping
1319;kartka (życzenia);čestitka;noun;rodzaj żeński;Poslao sam čestitku poštom.;Wysłałem kartkę pocztą.;NO;;HR_1001_1500 noun conversation
1320;wszystkiego najlepszego;sve najbolje;phrase;;Sve najbolje za rođendan.;Wszystkiego najlepszego z okazji urodzin.;NO;;HR_1001_1500 conversation
1321;powodzenia;sretno;phrase;;Sretno na ispitu.;Powodzenia na egzaminie.;NO;;HR_1001_1500 conversation
1322;trzymaj się;drži se;phrase;;Drži se i javi mi se.;Trzymaj się i daj znać.;NO;;HR_1001_1500 conversation
1323;do zobaczenia;vidimo se;phrase;;Vidimo se u ponedjeljak.;Do zobaczenia w poniedziałek.;NO;;HR_1001_1500 conversation
1324;miło było;bilo mi je drago;phrase;;Bilo mi je drago vidjeti te.;Miło było cię widzieć.;NO;;HR_1001_1500 conversation
1325;jak leci;kako ide;phrase;;Kako ide na novom poslu?;Jak leci na nowej pracy?;NO;;HR_1001_1500 conversation
1326;co nowego;što je novo;phrase;;Što je novo kod tebe?;Co nowego u ciebie?;NO;;HR_1001_1500 conversation questions
1327;nic specjalnego;ništa posebno;phrase;;Ništa posebno isto kao i prije.;Nic specjalnego tak samo jak wcześniej.;NO;;HR_1001_1500 conversation
1328;wszystko w porządku;sve u redu;phrase;;Sve u redu ne brini.;Wszystko w porządku nie martw się.;NO;;HR_1001_1500 conversation
1329;może jednak;možda ipak;phrase;;Možda ipak ostanemo doma.;Może jednak zostaniemy w domu.;NO;;HR_1001_1500 conversation
1330;jak chcesz;kako želiš;phrase;;Kako želiš meni je isto.;Jak chcesz mi wszystko jedno.;NO;;HR_1001_1500 conversation
1331;wszystko mi jedno;svejedno mi je;phrase;;Svejedno mi je gdje jedemo.;Wszystko mi jedno gdzie jemy.;NO;;HR_1001_1500 conversation
1332;nie szkodzi;nema problema;phrase;też: nije problem;Nema problema stvarno.;Nie szkodzi naprawdę.;NO;;HR_1001_1500 conversation
1333;żaden problem;nikakav problem;phrase;;To nije nikakav problem.;To żaden problem.;NO;;HR_1001_1500 conversation
1334;dokładnie tak;upravo tako;phrase;;Upravo tako sam mislio.;Dokładnie tak myślałem.;NO;;HR_1001_1500 conversation
1335;nie do końca;ne baš;phrase;;Ne baš tako je bilo.;Nie do końca tak było.;NO;;HR_1001_1500 conversation
1336;wcale (zaprzeczenie);nimalo;adverb;;To me nimalo ne čudi.;To mnie wcale nie dziwi.;NO;;HR_1001_1500 adverb
1337;zupełnie;potpuno;adverb;;Potpuno se slažem.;Zupełnie się zgadzam.;NO;;HR_1001_1500 adverb opinions
1338;częściowo;djelomično;adverb;;Djelomično imaš pravo.;Częściowo masz rację.;NO;;HR_1001_1500 adverb opinions
1339;zdecydowanie;definitivno;adverb;też: odlučno;Definitivno ne idem tamo.;Zdecydowanie tam nie idę.;NO;;HR_1001_1500 adverb opinions
1340;absolutnie nie;nikako ne;phrase;;Nikako ne pristajem.;Absolutnie się nie zgadzam.;NO;;HR_1001_1500 opinions
1341;zgadzać się (przystawać);pristati;verb;1. os.: pristanem - na što;Pristao je na dogovor.;Zgodził się na umowę.;NO;;HR_1001_1500 verb work
1342;umowa (ustalenie);dogovor;noun;rodzaj męski;Dogovor je jasan.;Ustalenie jest jasne.;NO;;HR_1001_1500 noun work
1343;warunki umowy;uvjeti ugovora;noun;rodzaj męski mn.;Uvjeti ugovora se mijenjaju.;Warunki umowy się zmieniają.;NO;;HR_1001_1500 noun work
1344;podwyżka;povišica;noun;rodzaj żeński;Dobio je povišicu u siječnju.;Dostał podwyżkę w styczniu.;NO;;HR_1001_1500 noun work
1345;awans;promocija;noun;częściej: napredovanje;Napredovanje mu je zasluženo.;Awans mu się należał.;NO;;HR_1001_1500 noun work
1346;zasłużony;zaslužen;adjective;ž. zaslužena;Odmor je bio zaslužen.;Odpoczynek był zasłużony.;NO;;HR_1001_1500 adjective work
1347;nadgodziny;prekovremeni rad;noun;rodzaj męski;Prekovremeni rad se plaća dodatno.;Nadgodziny płaci się dodatkowo.;NO;;HR_1001_1500 noun work
1348;dodatkowo;dodatno;adverb;;Dodatno moramo platiti prijevoz.;Dodatkowo musimy zapłacić transport.;NO;;HR_1001_1500 adverb work
1349;zmiana (w pracy);smjena;noun;rodzaj żeński;Radim u drugoj smjeni.;Pracuję na drugiej zmianie.;NO;;HR_1001_1500 noun work
1350;etat;radno mjesto;noun;rodzaj nijaki;Radno mjesto je stalno.;Etat jest stały.;NO;;HR_1001_1500 noun work
1351;stały;stalan;adjective;ž. stalna;Ima stalan ugovor.;Ma stałą umowę.;NO;;HR_1001_1500 adjective work
1352;tymczasowy;privremen;adjective;ž. privremena;Rješenje je privremeno.;Rozwiązanie jest tymczasowe.;NO;;HR_1001_1500 adjective work
1353;na pełny etat;puno radno vrijeme;phrase;;Radim puno radno vrijeme.;Pracuję na pełny etat.;NO;;HR_1001_1500 work
1354;na pół etatu;pola radnog vremena;phrase;;Radi pola radnog vremena.;Pracuje na pół etatu.;NO;;HR_1001_1500 work
1355;praca zdalna;rad od doma;noun;rodzaj męski;Rad od doma mi odgovara.;Praca zdalna mi odpowiada.;NO;;HR_1001_1500 noun work
1356;odpowiadać (pasować);odgovarati;verb;3. os.: odgovara - komu: dat.;Odgovara li ti petak?;Odpowiada ci piątek?;NO;;HR_1001_1500 verb work
1357;pasować (o ubraniu);pristajati;verb;3. os.: pristaje - komu: dat.;Ta boja ti dobro pristaje.;Ten kolor ci dobrze pasuje.;NO;;HR_1001_1500 verb shopping
1358;kolejny;sljedeći;adjective;ž. sljedeća;Sljedeći korak je potpis.;Kolejny krok to podpis.;NO;;HR_1001_1500 adjective work
1359;poprzedni;prethodni;adjective;ž. prethodna;Prethodni šef je bio stroži.;Poprzedni szef był surowszy.;NO;;HR_1001_1500 adjective work
1360;surowy (wymagający);strog;adjective;ž. stroga - komp. stroži;Profesor je strog ali pravedan.;Profesor jest surowy ale sprawiedliwy.;NO;;HR_1001_1500 adjective people
1361;łagodny;blag;adjective;ž. blaga;Zima je bila blaga.;Zima była łagodna.;NO;;HR_1001_1500 adjective
1362;cierpliwy;strpljiv;adjective;ž. strpljiva;Budi strpljiv još malo.;Bądź cierpliwy jeszcze chwilę.;NO;;HR_1001_1500 adjective people
1363;niecierpliwy;nestrpljiv;adjective;ž. nestrpljiva;Djeca su nestrpljiva.;Dzieci są niecierpliwe.;NO;;HR_1001_1500 adjective people
1364;uparty;tvrdoglav;adjective;ž. tvrdoglava;Tvrdoglav je kao njegov otac.;Uparty jest jak jego ojciec.;NO;;HR_1001_1500 adjective people
1365;skromny;skroman;adjective;ž. skromna;Iako je uspješan ostao je skroman.;Choć odniósł sukces został skromny.;NO;;HR_1001_1500 adjective people
